"Year","Question","Area","Area_abbr","Demographics_Type","Demographics_Value","Percent","Low_Confidence_Interval","High_Confidence_Interval","Confidence_Interval_Formatted"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Puerto Rico","PR","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Puerto Rico","PR","RaceEthnicity","Asian, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Puerto Rico","PR","RaceEthnicity","Black, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Puerto Rico","PR","RaceEthnicity","Hispanic","9.8","7.9","12.0","9.8 (CI 7.9 - 12.0)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Puerto Rico","PR","RaceEthnicity","Multiple race, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Puerto Rico","PR","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Puerto Rico","PR","RaceEthnicity","White, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Puerto Rico","PR","Sex","Female","10.4","7.8","13.8","10.4 (CI 7.8 - 13.8)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Puerto Rico","PR","Sex","Male","8.8","6.5","11.8","8.8 (CI 6.5 - 11.8)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Puerto Rico","PR","Total","Total","9.9","8.0","12.0","9.9 (CI 8.0 - 12.0)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Rhode Island","RI","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Rhode Island","RI","RaceEthnicity","Asian, NH","9.4","4.7","17.8","9.4 (CI 4.7 - 17.8)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Rhode Island","RI","RaceEthnicity","Black, NH","12.1","7.9","18.1","12.1 (CI 7.9 - 18.1)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Rhode Island","RI","RaceEthnicity","Hispanic","12.6","9.7","16.3","12.6 (CI 9.7 - 16.3)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Rhode Island","RI","RaceEthnicity","Multiple race, NH","11.5","7.1","18.0","11.5 (CI 7.1 - 18.0)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Rhode Island","RI","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Rhode Island","RI","RaceEthnicity","White, NH","7.6","5.2","10.9","7.6 (CI 5.2 - 10.9)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Rhode Island","RI","Sex","Female","12.2","9.5","15.5","12.2 (CI 9.5 - 15.5)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Rhode Island","RI","Sex","Male","7.3","5.5","9.7","7.3 (CI 5.5 - 9.7)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Rhode Island","RI","Total","Total","9.7","7.9","11.8","9.7 (CI 7.9 - 11.8)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","South Dakota","SD","RaceEthnicity","AI/AN, NH","29.0","22.1","37.0","29.0 (CI 22.1 - 37.0)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","South Dakota","SD","RaceEthnicity","Asian, NH","2.5","0.3","16.2","2.5 (CI 0.3 - 16.2)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","South Dakota","SD","RaceEthnicity","Black, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","South Dakota","SD","RaceEthnicity","Hispanic","16.0","8.7","27.5","16.0 (CI 8.7 - 27.5)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","South Dakota","SD","RaceEthnicity","Multiple race, NH","8.8","2.9","24.1","8.8 (CI 2.9 - 24.1)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","South Dakota","SD","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","South Dakota","SD","RaceEthnicity","White, NH","9.3","7.4","11.7","9.3 (CI 7.4 - 11.7)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","South Dakota","SD","Sex","Female","15.2","9.5","23.4","15.2 (CI 9.5 - 23.4)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","South Dakota","SD","Sex","Male","8.8","5.6","13.5","8.8 (CI 5.6 - 13.5)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","South Dakota","SD","Total","Total","11.9","7.8","17.6","11.9 (CI 7.8 - 17.6)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Tennessee","TN","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Tennessee","TN","RaceEthnicity","Asian, NH","11.5","4.0","28.8","11.5 (CI 4.0 - 28.8)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Tennessee","TN","RaceEthnicity","Black, NH","13.8","10.2","18.4","13.8 (CI 10.2 - 18.4)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Tennessee","TN","RaceEthnicity","Hispanic","16.9","12.3","22.9","16.9 (CI 12.3 - 22.9)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Tennessee","TN","RaceEthnicity","Multiple race, NH","16.4","9.4","27.0","16.4 (CI 9.4 - 27.0)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Tennessee","TN","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Tennessee","TN","RaceEthnicity","White, NH","12.0","9.1","15.7","12.0 (CI 9.1 - 15.7)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Tennessee","TN","Sex","Female","17.2","13.2","22.1","17.2 (CI 13.2 - 22.1)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Tennessee","TN","Sex","Male","9.3","7.0","12.4","9.3 (CI 7.0 - 12.4)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Tennessee","TN","Total","Total","13.4","10.7","16.7","13.4 (CI 10.7 - 16.7)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Texas","TX","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Texas","TX","RaceEthnicity","Asian, NH","8.8","2.4","27.4","8.8 (CI 2.4 - 27.4)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Texas","TX","RaceEthnicity","Black, NH","14.2","8.7","22.2","14.2 (CI 8.7 - 22.2)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Texas","TX","RaceEthnicity","Hispanic","12.5","9.9","15.6","12.5 (CI 9.9 - 15.6)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Texas","TX","RaceEthnicity","Multiple race, NH","16.4","7.4","32.3","16.4 (CI 7.4 - 32.3)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Texas","TX","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Texas","TX","RaceEthnicity","White, NH","10.5","7.1","15.4","10.5 (CI 7.1 - 15.4)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Texas","TX","Sex","Female","15.4","11.9","19.7","15.4 (CI 11.9 - 19.7)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Texas","TX","Sex","Male","8.8","6.1","12.4","8.8 (CI 6.1 - 12.4)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Texas","TX","Total","Total","12.3","9.6","15.4","12.3 (CI 9.6 - 15.4)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","United States","XX","RaceEthnicity","AI/AN, NH","16.0","10.5","23.7","16.0 (CI 10.5 - 23.7)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","United States","XX","RaceEthnicity","Asian, NH","6.4","4.3","9.4","6.4 (CI 4.3 - 9.4)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","United States","XX","RaceEthnicity","Black, NH","14.5","11.9","17.5","14.5 (CI 11.9 - 17.5)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","United States","XX","RaceEthnicity","Hispanic","10.7","9.5","12.0","10.7 (CI 9.5 - 12.0)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","United States","XX","RaceEthnicity","Multiple race, NH","11.7","9.1","14.9","11.7 (CI 9.1 - 14.9)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","United States","XX","RaceEthnicity","NHOPI, NH","9.7","4.2","20.8","9.7 (CI 4.2 - 20.8)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","United States","XX","RaceEthnicity","White, NH","9.0","7.8","10.5","9.0 (CI 7.8 - 10.5)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","United States","XX","Sex","Female","13.3","12.0","14.7","13.3 (CI 12.0 - 14.7)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","United States","XX","Sex","Male","6.6","5.8","7.5","6.6 (CI 5.8 - 7.5)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","United States","XX","Total","Total","10.2","9.4","11.0","10.2 (CI 9.4 - 11.0)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Utah","UT","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Utah","UT","RaceEthnicity","Asian, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Utah","UT","RaceEthnicity","Black, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Utah","UT","RaceEthnicity","Hispanic","14.5","10.3","20.0","14.5 (CI 10.3 - 20.0)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Utah","UT","RaceEthnicity","Multiple race, NH","5.1","1.1","21.0","5.1 (CI 1.1 - 21.0)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Utah","UT","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Utah","UT","RaceEthnicity","White, NH","7.6","5.6","10.3","7.6 (CI 5.6 - 10.3)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Utah","UT","Sex","Female","9.4","7.5","11.7","9.4 (CI 7.5 - 11.7)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Utah","UT","Sex","Male","8.4","5.9","11.9","8.4 (CI 5.9 - 11.9)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Utah","UT","Total","Total","9.0","7.0","11.4","9.0 (CI 7.0 - 11.4)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Vermont","VT","RaceEthnicity","AI/AN, NH","13.3","8.6","19.9","13.3 (CI 8.6 - 19.9)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Vermont","VT","RaceEthnicity","Asian, NH","3.6","2.3","5.5","3.6 (CI 2.3 - 5.5)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Vermont","VT","RaceEthnicity","Black, NH","8.7","6.5","11.7","8.7 (CI 6.5 - 11.7)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Vermont","VT","RaceEthnicity","Hispanic","14.6","12.3","17.1","14.6 (CI 12.3 - 17.1)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Vermont","VT","RaceEthnicity","Multiple race, NH","12.3","10.2","14.8","12.3 (CI 10.2 - 14.8)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Vermont","VT","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Vermont","VT","RaceEthnicity","White, NH","6.1","5.7","6.5","6.1 (CI 5.7 - 6.5)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Vermont","VT","Sex","Female","8.9","8.4","9.6","8.9 (CI 8.4 - 9.6)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Vermont","VT","Sex","Male","4.9","4.4","5.4","4.9 (CI 4.4 - 5.4)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Vermont","VT","Total","Total","6.9","6.6","7.3","6.9 (CI 6.6 - 7.3)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Virginia","VA","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Virginia","VA","RaceEthnicity","Asian, NH","5.5","2.6","11.1","5.5 (CI 2.6 - 11.1)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Virginia","VA","RaceEthnicity","Black, NH","13.2","10.8","16.0","13.2 (CI 10.8 - 16.0)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Virginia","VA","RaceEthnicity","Hispanic","7.7","4.7","12.3","7.7 (CI 4.7 - 12.3)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Virginia","VA","RaceEthnicity","Multiple race, NH","13.3","9.6","18.1","13.3 (CI 9.6 - 18.1)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Virginia","VA","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Virginia","VA","RaceEthnicity","White, NH","7.5","5.4","10.4","7.5 (CI 5.4 - 10.4)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Virginia","VA","Sex","Female","11.9","8.9","15.8","11.9 (CI 8.9 - 15.8)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Virginia","VA","Sex","Male","5.9","4.3","7.9","5.9 (CI 4.3 - 7.9)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Virginia","VA","Total","Total","9.0","7.1","11.2","9.0 (CI 7.1 - 11.2)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","West Virginia","WV","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","West Virginia","WV","RaceEthnicity","Asian, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","West Virginia","WV","RaceEthnicity","Black, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","West Virginia","WV","RaceEthnicity","Hispanic","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","West Virginia","WV","RaceEthnicity","Multiple race, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","West Virginia","WV","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","West Virginia","WV","RaceEthnicity","White, NH","10.6","7.1","15.4","10.6 (CI 7.1 - 15.4)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","West Virginia","WV","Sex","Female","12.4","8.5","17.9","12.4 (CI 8.5 - 17.9)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","West Virginia","WV","Sex","Male","11.1","7.1","17.0","11.1 (CI 7.1 - 17.0)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","West Virginia","WV","Total","Total","12.1","8.9","16.3","12.1 (CI 8.9 - 16.3)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Wisconsin","WI","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Wisconsin","WI","RaceEthnicity","Asian, NH","9.9","2.2","34.8","9.9 (CI 2.2 - 34.8)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Wisconsin","WI","RaceEthnicity","Black, NH","5.1","2.0","12.4","5.1 (CI 2.0 - 12.4)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Wisconsin","WI","RaceEthnicity","Hispanic","10.2","5.7","17.5","10.2 (CI 5.7 - 17.5)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Wisconsin","WI","RaceEthnicity","Multiple race, NH","13.9","8.1","22.6","13.9 (CI 8.1 - 22.6)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Wisconsin","WI","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Wisconsin","WI","RaceEthnicity","White, NH","7.7","5.8","10.1","7.7 (CI 5.8 - 10.1)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Wisconsin","WI","Sex","Female","11.4","8.7","14.8","11.4 (CI 8.7 - 14.8)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Wisconsin","WI","Sex","Male","5.4","3.9","7.6","5.4 (CI 3.9 - 7.6)"
"2021","During the past 12 months, how many times did you actually attempt suicide?","Wisconsin","WI","Total","Total","8.5","6.7","10.7","8.5 (CI 6.7 - 10.7)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Alabama","AL","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Alabama","AL","RaceEthnicity","Asian, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Alabama","AL","RaceEthnicity","Black, NH","15.6","12.4","19.4","15.6 (CI 12.4 - 19.4)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Alabama","AL","RaceEthnicity","Hispanic","14.8","10.7","20.2","14.8 (CI 10.7 - 20.2)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Alabama","AL","RaceEthnicity","Multiple race, NH","11.7","5.0","25.2","11.7 (CI 5.0 - 25.2)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Alabama","AL","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Alabama","AL","RaceEthnicity","White, NH","8.6","6.9","10.8","8.6 (CI 6.9 - 10.8)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Alabama","AL","Sex","Female","13.6","11.3","16.3","13.6 (CI 11.3 - 16.3)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Alabama","AL","Sex","Male","8.8","6.5","11.8","8.8 (CI 6.5 - 11.8)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Alabama","AL","Total","Total","11.6","9.8","13.7","11.6 (CI 9.8 - 13.7)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Alaska","AK","RaceEthnicity","AI/AN, NH","25.6","15.7","38.8","25.6 (CI 15.7 - 38.8)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Alaska","AK","RaceEthnicity","Asian, NH","16.1","10.3","24.2","16.1 (CI 10.3 - 24.2)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Alaska","AK","RaceEthnicity","Black, NH","24.0","14.1","37.8","24.0 (CI 14.1 - 37.8)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Alaska","AK","RaceEthnicity","Hispanic","24.4","18.1","32.0","24.4 (CI 18.1 - 32.0)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Alaska","AK","RaceEthnicity","Multiple race, NH","18.3","13.4","24.4","18.3 (CI 13.4 - 24.4)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Alaska","AK","RaceEthnicity","NHOPI, NH","20.2","7.8","43.2","20.2 (CI 7.8 - 43.2)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Alaska","AK","RaceEthnicity","White, NH","15.1","12.2","18.5","15.1 (CI 12.2 - 18.5)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Alaska","AK","Sex","Female","20.5","16.7","25.0","20.5 (CI 16.7 - 25.0)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Alaska","AK","Sex","Male","18.5","14.1","23.8","18.5 (CI 14.1 - 23.8)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Alaska","AK","Total","Total","19.7","16.4","23.6","19.7 (CI 16.4 - 23.6)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Arizona","AZB","RaceEthnicity","AI/AN, NH","16.0","8.5","28.1","16.0 (CI 8.5 - 28.1)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Arizona","AZB","RaceEthnicity","Asian, NH","8.5","2.7","23.8","8.5 (CI 2.7 - 23.8)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Arizona","AZB","RaceEthnicity","Black, NH","11.3","5.0","23.4","11.3 (CI 5.0 - 23.4)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Arizona","AZB","RaceEthnicity","Hispanic","10.4","8.0","13.3","10.4 (CI 8.0 - 13.3)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Arizona","AZB","RaceEthnicity","Multiple race, NH","8.1","2.6","22.8","8.1 (CI 2.6 - 22.8)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Arizona","AZB","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Arizona","AZB","RaceEthnicity","White, NH","9.4","6.5","13.4","9.4 (CI 6.5 - 13.4)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Arizona","AZB","Sex","Female","12.3","10.1","15.0","12.3 (CI 10.1 - 15.0)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Arizona","AZB","Sex","Male","8.1","6.3","10.5","8.1 (CI 6.3 - 10.5)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Arizona","AZB","Total","Total","10.4","8.8","12.2","10.4 (CI 8.8 - 12.2)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Arkansas","AR","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Arkansas","AR","RaceEthnicity","Asian, NH","12.7","4.9","29.2","12.7 (CI 4.9 - 29.2)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Arkansas","AR","RaceEthnicity","Black, NH","16.5","10.7","24.6","16.5 (CI 10.7 - 24.6)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Arkansas","AR","RaceEthnicity","Hispanic","11.0","5.5","20.9","11.0 (CI 5.5 - 20.9)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Arkansas","AR","RaceEthnicity","Multiple race, NH","17.9","9.6","31.0","17.9 (CI 9.6 - 31.0)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Arkansas","AR","RaceEthnicity","NHOPI, NH","21.2","9.3","41.5","21.2 (CI 9.3 - 41.5)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Arkansas","AR","RaceEthnicity","White, NH","9.5","7.1","12.6","9.5 (CI 7.1 - 12.6)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Arkansas","AR","Sex","Female","14.7","10.9","19.5","14.7 (CI 10.9 - 19.5)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Arkansas","AR","Sex","Male","8.0","5.6","11.3","8.0 (CI 5.6 - 11.3)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Arkansas","AR","Total","Total","11.5","9.0","14.5","11.5 (CI 9.0 - 14.5)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","California","CA","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","California","CA","RaceEthnicity","Asian, NH","7.7","3.5","16.3","7.7 (CI 3.5 - 16.3)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","California","CA","RaceEthnicity","Black, NH","15.1","8.1","26.2","15.1 (CI 8.1 - 26.2)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","California","CA","RaceEthnicity","Hispanic","9.7","7.7","12.3","9.7 (CI 7.7 - 12.3)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","California","CA","RaceEthnicity","Multiple race, NH","3.6","1.1","11.1","3.6 (CI 1.1 - 11.1)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","California","CA","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","California","CA","RaceEthnicity","White, NH","8.2","5.0","13.1","8.2 (CI 5.0 - 13.1)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","California","CA","Sex","Female","11.3","8.3","15.1","11.3 (CI 8.3 - 15.1)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","California","CA","Sex","Male","7.0","5.2","9.5","7.0 (CI 5.2 - 9.5)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","California","CA","Total","Total","9.2","7.5","11.4","9.2 (CI 7.5 - 11.4)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Colorado","CO","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Colorado","CO","RaceEthnicity","Asian, NH","3.4","0.6","16.0","3.4 (CI 0.6 - 16.0)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Colorado","CO","RaceEthnicity","Black, NH","7.6","1.9","25.4","7.6 (CI 1.9 - 25.4)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Colorado","CO","RaceEthnicity","Hispanic","10.7","8.2","14.0","10.7 (CI 8.2 - 14.0)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Colorado","CO","RaceEthnicity","Multiple race, NH","12.4","6.3","22.9","12.4 (CI 6.3 - 22.9)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Colorado","CO","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Colorado","CO","RaceEthnicity","White, NH","4.4","3.0","6.4","4.4 (CI 3.0 - 6.4)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Colorado","CO","Sex","Female","8.0","6.1","10.3","8.0 (CI 6.1 - 10.3)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Colorado","CO","Sex","Male","5.5","4.0","7.6","5.5 (CI 4.0 - 7.6)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Colorado","CO","Total","Total","7.0","5.8","8.3","7.0 (CI 5.8 - 8.3)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Connecticut","CT","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Connecticut","CT","RaceEthnicity","Asian, NH","1.0","0.1","6.8","1.0 (CI 0.1 - 6.8)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Connecticut","CT","RaceEthnicity","Black, NH","5.8","3.4","9.5","5.8 (CI 3.4 - 9.5)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Connecticut","CT","RaceEthnicity","Hispanic","10.1","7.5","13.4","10.1 (CI 7.5 - 13.4)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Connecticut","CT","RaceEthnicity","Multiple race, NH","10.3","5.7","17.9","10.3 (CI 5.7 - 17.9)"
